tmy_id,city,db_temp_avg,elevation,heating_design_temp,latitude,longitude,rh_avg,state,url,utc_offset,wind_spd_avg,best_tilt
703870,WRANGELL,43.07291780821992,42.65092,15.8,56.483,-132.367,75.67431506849314,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703870,-9.0,5.976894286072638,42
700260,BARROW W POST-W ROGERS ARPT [NSA - ARM],10.72971232876717,32.8084,-34.3,71.32,-156.62,84.1939497716895,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/700260,-9.0,12.178733828538734,46
702750,VALDEZ WSO,39.336438356164415,22.96588,7.1,61.133,-146.35,74.86449771689497,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702750,-9.0,6.165961680593386,47
702185,MEKORYUK,33.63232876712342,49.2126,-10.6,60.367,-166.267,80.20981735159818,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702185,-9.0,14.999576454566242,47
702510,TALKEETNA STATE ARPT,35.23648630136985,344.4882,-17.6,62.317,-150.1,74.30182648401826,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702510,-9.0,5.27649713630125,45
702910,NORTHWAY AIRPORT,23.91152739726011,1712.59848,-44.9,62.967,-141.933,69.04577625570776,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702910,-9.0,4.28836208789958,47
702225,HUSLIA,28.16115068493136,180.4462,-40.1,65.7,-156.383,67.17031963470319,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702225,-9.0,6.172217962556932,51
702740,PALMER MUNICIPAL,41.46806164383563,232.93964,-9.3,61.6,-149.083,68.10764840182648,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702740,-9.0,7.371738733789741,46
703950,KETCHIKAN INTL AP,43.30880821917777,75.45932,18.9,55.367,-131.717,78.33493150684932,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703950,-9.0,7.987382414840179,41
703620,SKAGWAY AIRPORT,42.18015068493165,29.52756,5.8,59.467,-135.3,68.59417808219177,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703620,-9.0,10.167786054566292,48
703606,TOGIAC VILLAGE AWOS,36.84276027397241,19.68504,-13.6,59.05,-160.4,76.16506849315068,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703606,-9.0,11.03827746620996,44
703080,ST PAUL ISLAND ARPT,36.170308219178125,22.96588,4.7,57.167,-170.217,85.875,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703080,-9.0,16.10149922716876,36
703860,PETERSBURG,41.915287671233216,108.26772,12.2,56.8,-132.95,79.42009132420091,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703860,-9.0,3.9138533888128406,36
702746,BIRCHWOOD,39.11139726027417,98.4252,-8.5,61.417,-149.517,69.37865296803653,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702746,-9.0,3.1943298913242533,52
702647,HEALY RIVER AIRPORT,35.50247945205488,1299.21264,-36.0,63.883,-149.017,63.70958904109589,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702647,-9.0,6.249387285388184,45
703670,GUSTAVUS,40.60995890410986,39.37008,5.3,58.417,-135.7,75.2453196347032,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703670,-9.0,4.422604023744279,53
703855,KAKE SEAPLANE BASE,42.390376712328944,0.0,16.3,56.967,-133.95,75.250799086758,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703855,-9.0,6.659901525570724,40
704540,ADAK NAS,39.84859589041076,16.4042,22.6,51.883,-176.65,75.70228310502283,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/704540,-10.0,13.72863192557088,35
702040,GAMBELL,28.44317123287676,26.24672,-11.4,63.783,-171.75,75.72990867579908,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702040,-9.0,19.40910612579931,45
702070,UNALAKLEET FIELD,31.364143835616066,16.4042,-25.2,63.883,-160.8,68.7568493150685,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702070,-9.0,12.39435850159823,53
702986,BIG RIVER LAKE,37.62522602739717,39.37008,-15.9,60.817,-152.3,73.40639269406392,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702986,-9.0,6.393103019634702,45
703330,PORT HEIDEN,37.70291780821916,95.14436,-1.6,56.95,-158.617,68.59726027397261,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703330,-9.0,13.349169272602747,38
701330,KOTZEBUE RALPH WEIN MEMORIAL,23.30388356164398,9.84252,-31.0,66.883,-162.6,79.72066210045662,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/701330,-9.0,12.16011819771676,50
702186,HOOPER BAY,32.34781506849329,19.68504,-11.3,61.517,-166.15,77.9277397260274,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702186,-9.0,15.091071386301447,51
703610,YAKUTAT STATE ARPT,40.36685616438331,26.24672,7.0,59.517,-139.633,83.74189497716895,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703610,-9.0,6.360442674200877,42
702650,FAIRBANKS/EIELSON A,31.84295205479468,547.90028,-39.6,64.65,-147.1,74.11986301369863,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702650,-9.0,4.988631558447478,48
702710,GULKANA INTERMEDIATE FIELD,28.59658219178079,1568.24152,-33.2,62.15,-145.45,70.05079908675799,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702710,-9.0,5.546640837899533,47
703410,HOMER ARPT,38.79783561643833,88.58268,4.0,59.65,-151.483,75.50228310502283,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703410,-9.0,7.965064086529581,46
702730,ANCHORAGE INTL AP,37.33091780821933,114.8294,-4.5,61.183,-150.0,71.81210045662101,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702730,-9.0,7.13011857077609,45
702757,WHITTIER,39.35129452054772,29.52756,9.8,60.767,-148.683,78.16963470319635,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702757,-9.0,8.976385681963071,46
702670,BIG DELTA ALLEN AAF,30.91636301369866,1266.40424,-32.0,64.0,-145.717,62.49326484018265,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702670,-9.0,8.85059611073059,51
702600,NENANA MUNICIPAL AP,30.392452054794795,357.61156,-41.0,64.55,-149.1,59.50251141552511,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702600,-9.0,5.701388057077463,52
703400,ILIAMNA ARPT,38.30336986301383,187.00788,-14.6,59.75,-154.917,73.4744292237443,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703400,-9.0,10.724033360730385,47
702595,SOLDOTNA,37.71037671232909,111.54856,-17.9,60.467,-151.033,71.11735159817351,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702595,-9.0,3.666513196575435,50
703407,SLEETMUTE,34.12157534246578,177.16536,-32.7,61.717,-157.15,67.02945205479452,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703407,-9.0,2.7275346493151216,51
703710,SITKA JAPONSKI AP,43.12708219178104,13.12336,20.9,57.05,-135.367,72.83949771689498,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703710,-9.0,7.5663218707761315,47
701940,FORT YUKON,23.940828767123254,446.19424,-50.7,66.567,-145.267,64.43972602739726,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/701940,-9.0,5.38438608036526,51
701780,TANANA RALPH M CALHOUN MEM AP,28.251232876712404,232.93964,-42.2,65.167,-152.1,69.60776255707762,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/701780,-9.0,5.766198031049973,48
704890,DUTCH HARBOR,40.445349315068086,13.12336,21.2,53.9,-166.55,74.33573059360731,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/704890,-9.0,11.23939777945201,27
702960,CORDOVA,39.82120547945215,39.37008,2.4,60.5,-145.5,78.13219178082191,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702960,-9.0,4.766444173287654,43
700637,DEADHORSE,14.890157534246589,75.45932,-41.3,70.2,-148.483,81.88127853881278,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/700637,-9.0,11.842145858903985,48
702756,VALDEZ PIONEER FIEL,39.94050684931483,124.67192,5.3,61.133,-146.267,75.22054794520548,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702756,-9.0,3.09823850753431,41
702000,NOME MUNICIPAL ARPT,28.720075342465712,13.12336,-24.6,64.517,-165.45,73.32488584474886,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702000,-9.0,9.881529234931426,50
703884,HYDABURG SEAPLANE,47.92011643835673,0.0,21.3,55.2,-132.833,67.64885844748858,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703884,-9.0,7.467038506392573,43
701718,AMBLER,26.39552739726036,288.71392,-36.5,67.1,-157.85,68.72271689497717,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/701718,-9.0,6.285546041552441,52
702310,MCGRATH ARPT,27.04145205479453,344.4882,-41.6,62.95,-155.6,72.5054794520548,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702310,-9.0,5.441279942465583,43
703160,COLD BAY ARPT,38.925171232876686,95.14436,11.7,55.2,-162.717,84.175,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703160,-9.0,16.870153689954115,38
700197,SELAWIK,24.85543835616433,26.24672,-36.6,66.6,-160.0,78.15867579908675,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/700197,-9.0,9.65530718630141,53
702460,MINCHUMINA,30.347575342465667,698.81892,-33.4,63.883,-152.283,63.26723744292237,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702460,-9.0,2.7667321710046098,50
703500,KODIAK AIRPORT,41.75815753424652,16.4042,12.8,57.75,-152.5,77.82865296803654,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703500,-9.0,10.812132025113904,43
702035,SAVOONGA,29.114020547945373,55.77428,-17.8,63.683,-170.5,71.92808219178082,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702035,-9.0,13.173840162557129,48
702495,HAYES RIVER,36.81047945205475,1000.6562,-9.1,61.983,-152.083,69.02694063926941,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702495,-9.0,3.1420835529680287,46
701043,POINT HOPE (AWOS),24.074965753424603,13.12336,-24.1,68.35,-166.8,77.38892694063927,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/701043,-9.0,15.6891208703197,52
703980,ANNETTE ISLAND AP,46.28143835616433,108.26772,21.6,55.05,-131.567,80.587899543379,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703980,-9.0,9.09755326529682,37
702320,ANIAK AIRPORT,33.66265753424671,85.30184,-30.2,61.583,-159.533,67.65388127853882,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702320,-9.0,5.384386080365217,53
702770,SEWARD,40.05105479452006,59.05512,7.0,60.117,-149.45,75.64429223744293,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702770,-9.0,9.590624891552428,48
701740,BETTLES FIELD,24.438294520547924,643.04464,-44.9,66.917,-151.517,68.91187214611872,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/701740,-9.0,6.881705873059311,51
703165,SAND POINT,39.95717123287655,22.96588,15.5,55.317,-160.517,73.48664383561643,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703165,-9.0,11.34575457283112,43
703810,JUNEAU INT'L ARPT,41.86527397260284,13.12336,8.9,58.35,-134.583,81.0074200913242,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703810,-9.0,7.63230649360729,45
703260,KING SALMON ARPT,35.68815068493162,49.2126,-19.1,58.683,-156.65,79.05502283105022,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703260,-9.0,10.495283263470135,41
704140,SHEMYA AFB,37.97669863013722,101.70604,23.3,52.717,174.117,81.03881278538813,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/704140,-10.0,17.330948008447507,0
702590,KENAI MUNICIPAL AP,37.98290410958913,85.30184,-15.9,60.583,-151.233,76.49212328767123,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702590,-9.0,7.949589364611725,48
703430,MIDDLETON ISLAND AUT,42.28697945205423,45.93176,23.1,59.467,-146.317,67.77545662100457,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703430,-9.0,13.444724403652984,44
702190,BETHEL AIRPORT,32.015513698630194,124.67192,-22.6,60.783,-161.833,81.11324200913242,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702190,-9.0,13.42799842534214,48
702084,EMMONAK,32.576863013698336,13.12336,-19.6,62.783,-164.5,79.60148401826484,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702084,-9.0,10.476974062785429,50
702005,SAINT MARY`S (AWOS),32.966595890410844,311.6798,-18.4,62.067,-163.3,77.15490867579909,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702005,-9.0,12.054093370319686,50
702075,ANVIK,33.331732876712486,324.80316,-20.2,62.65,-160.183,62.51883561643836,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702075,-9.0,5.397996685616309,51
702610,FAIRBANKS INTL ARPT,29.417000000000044,436.35172,-38.6,64.817,-147.85,67.80958904109589,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702610,-9.0,5.511222621232541,50
703210,DILLINGHAM (AMOS),36.31521232876711,95.14436,-14.7,59.05,-158.517,73.57009132420092,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703210,-9.0,8.23553975410943,40
701625,ANAKTUVUK PASS,20.373089041095763,2155.51188,-33.4,68.133,-151.733,70.69098173515982,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/701625,-9.0,8.641866115753425,53
702606,CHULITNA,35.665054794520344,1250.00004,-26.8,62.883,-149.833,74.03698630136986,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702606,-9.0,6.0756924694064045,45
702607,HOONAH,41.02714383561689,19.68504,12.4,58.083,-135.45,81.00719178082191,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702607,-9.0,5.56615022328756,49
701195,SHISHMAREF (AWOS),25.309136986301024,6.56168,-26.2,66.267,-166.05,78.23127853881279,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/701195,-9.0,13.223660595662093,51
